source_id,sources,source_urls
det_2174,CONSOL Energy Inc. (2018) Form 10-K Annual Report 2017,https://www.sec.gov/Archives/edgar/data/1710366/000171036618000006/ceix-123117x10k.htm
det_2175,CONSOL Energy Inc. (2012) Form 10-K Annual Report 2011,https://www.sec.gov/Archives/edgar/data/1070412/000107041212000008/cnx-123111x10k.htm
det_2176,CONSOL Energy Inc. (2001) Form 10-K Annual Report 2000,https://www.sec.gov/Archives/edgar/data/1070412/000095013200000745/0000950132-00-000745-0001.txt
det_2177,"Westmoreland Resource Partners, LP (2018) Form 10-K Annual Report 2017",https://www.sec.gov/Archives/edgar/data/1412347/000141234718000007/wmlp201710-k.htm
det_2178,"Westmoreland Resource Partners, LP (2017) Form 10-K Annual Report 2016",https://www.sec.gov/Archives/edgar/data/1412347/000141234717000014/wmlp201610-k.htm
det_2179,"Westmoreland Resource Partners, LP (2016) Form 10-K Annual Report 2015",https://www.sec.gov/Archives/edgar/data/1412347/000141234716000078/wmlp201510-k.htm
det_2180,"Westmoreland Resource Partners, LP (2015) Form 10-K Annual Report 2014",https://www.sec.gov/Archives/edgar/data/1412347/000141234715000044/oxf10-k.htm
det_2181,"Oxford Resource Partners, LP (2014) Form 10-K Annual Report 2013",https://www.sec.gov/Archives/edgar/data/1412347/000143774914003337/oxf20131231_10k.htm
det_2182,"Oxford Resource Partners, LP (2013) Form 10-K Annual Report 2012",https://www.sec.gov/Archives/edgar/data/1412347/000143774913003793/oxf_10k-123112.htm
det_2183,"Oxford Resource Partners, LP (2012) Form 10-K Annual Report 2011",https://www.sec.gov/Archives/edgar/data/1412347/000119312512114122/d264360d10k.htm
det_2184,"Oxford Resource Partners, LP (2011) Form 10-K Annual Report 2010",https://www.sec.gov/Archives/edgar/data/1412347/000095012311026667/c14224e10vk.htm
det_2185,Westmoreland Coal Company (2016) Form 10-K Annual Report 2015,https://www.sec.gov/Archives/edgar/data/106455/000010645516000116/wlb-123115_10k.htm
det_2186,Westmoreland Coal Company (2015) Form 10-K Annual Report 2014,https://www.sec.gov/Archives/edgar/data/106455/000010645515000022/wlb-123114_10k.htm
det_2187,Westmoreland Coal Company (2014) Form 10-K Annual Report 2013,https://www.sec.gov/Archives/edgar/data/106455/000010645514000018/wlb-123113_10k.htm
det_2188,Westmoreland Coal Company (2013) Form 10-K Annual Report 2012,https://www.sec.gov/Archives/edgar/data/106455/000010645513000012/wlb-12312012x10k.htm
det_2189,Westmoreland Coal Company (2012) Form 10-K Annual Report 2011,https://www.sec.gov/Archives/edgar/data/106455/000119312512112214/d277270d10k.htm
det_2190,Westmoreland Coal Company (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/106455/000095012311024768/c13974e10vk.htm
det_2191,Westmoreland Coal Company (2010) Form 10-K Annual Report 2009,https://www.sec.gov/Archives/edgar/data/106455/000144757210000004/i10812.htm
det_2192,Westmoreland Coal Company (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/106455/000095013409005346/d66453e10vk.htm
det_2193,Westmoreland Coal Company (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/106455/000103570408000146/d55265e10vk.htm
det_2194,Westmoreland Coal Company (2007) Form 10-K Annual Report 2006,https://www.sec.gov/Archives/edgar/data/106455/000103570407000248/d44254e10vk.htm
det_2195,Westmoreland Coal Company (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/106455/000010645506000030/wcc_10k05.htm
det_2196,Westmoreland Coal Company (2005) Form 10-K Annual Report 2004,https://www.sec.gov/Archives/edgar/data/106455/000010645505000006/wcc_10k04.htm
det_2197,Westmoreland Coal Company (2004) Form 10-K Annual Report 2003,https://www.sec.gov/Archives/edgar/data/106455/000010645504000021/wcc_10k03.htm
det_2198,Westmoreland Coal Company (2003) Form 10-K Annual Report 2002,https://www.sec.gov/Archives/edgar/data/106455/000010645503000050/wcc_10k02.htm
det_2199,Westmoreland Coal Company (2002) Form 10-K Annual Report 2001,https://www.sec.gov/Archives/edgar/data/106455/000010645502000007/wcc_10k01.htm
det_2200,"Sherritt International Corp. (2012) Annual Information Form For the year ended December 31, 2011",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2201,"Sherritt International Corp. (2010) Annual Information Form For the year ended December 31, 2009",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2202,"Sherritt International Corp. (2009) Annual Information Form For the year ended December 31, 2008",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2203,"Sherritt International Corp. (2008) Annual Information Form For the year ended December 31, 2007",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2204,"Sherritt International Corp. (2007) Annual Information Form For the year ended December 31, 2006",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2205,"Sherritt International Corp. (2006) Annual Information Form For the year ended December 31, 2005",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2206,"Sherritt International Corp. (2005) Annual Information Form For the year ended December 31, 2004",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2207,"Sherritt International Corp. (2004) Annual Information Form For the year ended December 31, 2003",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2208,"Sherritt International Corp. (2003) Annual Information Form For the year ended December 31, 2002",http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2209,Luscar Coal Ltd. (2002) Form 20-F Annual Report 2001,http://www.sherritt.com/Investor-Relations/Financial-Reports/AIFS-Proxies
det_2210,"Sherritt International Corp. (2019) Annual Information Form For the year ended December 31, 2018",https://s2.q4cdn.com/343762060/files/doc_financials/2018/Q4/SEDAR_AIF.PDF
det_2211,"Sherritt International Corp. (2018) Annual Information Form For the year ended December 31, 2017",https://s2.q4cdn.com/343762060/files/doc_financials/2017/Sherritt-AIF-Printer-Version-(revised).pdf
det_2212,"Sherritt International Corp. (2017) Annual Information Form For the year ended December 31, 2016",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2016/PRINT_Sherritt-AIF_104-4-pg.pdf
det_2213,"Sherritt International Corp. (2016) Annual Information Form For the year ended December 31, 2015",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2015/Sherrritt-AIF-FINAL.pdf
det_2214,"Sherritt International Corp. (2015) Annual Information Form For the year ended December 31, 2014",https://s2.q4cdn.com/343762060/files/doc_financials/Annual-Report/2015/AIF-2015-(Print-Version-for-Filing)(20150320).pdf
det_2215,Aeris Resources Ltd. (2020) Annual Report 2020,https://clients3.weblink.com.au/pdf/AIS/02300452.pdf
det_2216,Aeris Resources Ltd. (2016) Annual Report 2016,https://clients3.weblink.com.au/pdf/AIS/01786682.pdf
det_2217,Straits Resources Ltd. (2013) Annual Report 2013,https://clients3.weblink.com.au/pdf/SRQ/01447661.pdf
det_2218,Straits Resources Ltd. (2012) Annual Report 2012,https://clients3.weblink.com.au/pdf/SRQ/01328572.pdf
det_2219,Straits Resources Ltd. (2014) Annual Report 2014,https://clients3.weblink.com.au/pdf/SRQ/01565905.pdf
det_2220,Metals X Ltd. (2019) Quarterly Report for the Quarter Ended 31 December 2018,https://www.metalsx.com.au/wp-content/uploads/2019/09/20180123_December_2018_Qtly_-_Final.pdf
det_2221,Metals X Ltd. (2018) Quarterly Report for the Quarter Ended 31 December 2017,https://www.metalsx.com.au/wp-content/uploads/2019/09/20171231_Quarterly_Report.pdf
det_2222,Metals X Ltd. (2017) Quarterly Report for the Quarter Ended 31 December 2016,https://www.asx.com.au/asxpdf/20170125/pdf/43fhvxr4q5f541.pdf
det_2223,Metals X Ltd. (2018) Annual Report 2018,https://www.metalsx.com.au/wp-content/uploads/2018/12/Metals_X_2018_Annual_Report.pdf
det_2224,Metals X Ltd. (2016) Annual Report 2016,https://www.metalsx.com.au/wp-content/uploads/2018/12/Metals_X_2016_Annual_Report.pdf
det_2225,Metals X Ltd. (2014) Annual Report 2014,https://www.metalsx.com.au/wp-content/uploads/2018/12/2014_Annual_Report.pdf
det_2226,Metals X Ltd. (2012) Annual Report 2012,https://www.metalsx.com.au/wp-content/uploads/2018/12/2012.pdf
det_2227,Metals X Ltd. (2011) Annual Report 2011,https://www.metalsx.com.au/wp-content/uploads/2018/12/2011.pdf
det_2228,Metals X Ltd. (2009) Annual Report 2009,https://web.archive.org/web/20110218082531/http://metalsx.com.au/announcements/192/1254203782.pdf
det_2229,Bluestone Tin Ltd. (2006) Annual Report 2006,https://web.archive.org/web/20110218092554/http://metalsx.com.au/announcements/44/1162776872.pdf
det_2230,Westgold Resources Ltd. (2018) Annual Report 2018,https://www.westgold.com.au/site/PDF/55659e8f-2f7f-4e31-86cb-f8ed984cb10e/2018AnnualReport
det_2231,St Barbara Ltd. (2004) Annual Report 2004,https://stbarbara.com.au/wp-content/uploads/2018/03/2004_annual_report.pdf
det_2232,St Barbara Ltd. (2003) Annual Report 2003,https://stbarbara.com.au/wp-content/uploads/2018/03/2003_annual_report.pdf
det_2233,Westgold Resources Ltd. (2019) Annual Report 2019,https://www.westgold.com.au/site/PDF/ba34df5e-830a-431f-aa3b-c545ca7ea785/2019AnnualReport
det_2234,Nickel Asia Corp. (2017) 2016 Annual Report,https://nickelasia.com/assets/documents/2016_NAC_Annual_and_Sustainability_Report_-_FINAL-2.pdf
det_2235,Nickel Asia Corp. (2015) 2014 Annual Report,https://nickelasia.com/assets/documents/Annual-Report-2014.pdf
det_2236,Nickel Asia Corp. (2012) 2011 Annual Report,https://nickelasia.com/assets/documents/Annual-Report-2011.pdf
det_2237,Metorex Ltd. (2012) Annual Report 2011,http://www.pads.eezeepage.co.za/i/80823-annual-report-2011/111
det_2238,Metorex Ltd. (2009) Annual Report 2008,http://www.sharedata.co.za/Data/000886/pdfs/METOREX_ar_08.pdf
det_2239,OZ Minerals Ltd. (2019) Fourth Quarter Report 2018 For the three months ending 31 December 2018,https://www.ozminerals.com/uploads/media/190124_OZL_ASX_Release_December_2018_Quarterly_Report.pdf
det_2240,OZ Minerals Ltd. (2018) Fourth Quarter Report 2017 For the three months ending 31 December 2017,https://www.ozminerals.com/uploads/media/180117_2017_Fourth_Quarter_Report.pdf
det_2241,OZ Minerals Ltd. (2017) Fourth Quarter Report 2016 For the three months ending 31 December 2016,https://www.ozminerals.com/uploads/media/170130_December_Quarterly_Report.pdf
det_2242,OZ Minerals Ltd. (2016) Fourth Quarter Report 2015 For the three months ending 31 December 2015,https://www.ozminerals.com/uploads/media/OZL_December_2015_Quarterly_Report.pdf
det_2243,OZ Minerals Ltd. (2015) Fourth Quarter Report 2014 For the three months ending 31 December 2014,https://www.ozminerals.com/uploads/media/ASX-20150128-Dec-2014-Quarterly-Report-a74ee661-cd9c-4a5a-876e-bdb7f185f03e-0.pdf
det_2244,OZ Minerals Ltd. (2014) Fourth Quarter Report 2013 For the three months ending 31 December 2013,https://www.ozminerals.com/uploads/media/ASX-150114-2013Q4QuarterlyReport-fb0201b8-3a87-4fa9-9928-23add20f31af-0.pdf
det_2245,OZ Minerals Ltd. (2012) Fourth Quarter Report 2011 For the three months ending 31 December 2011,https://www.ozminerals.com/uploads/media/20120118_ASX_Dec-2011-Quarterly-Report-8f0bfdfd-c4e1-4881-a1ba-eead03749edc-0.pdf
det_2246,OZ Minerals Ltd. (2011) Fourth Quarter Report 2010 For the three months ending 31 December 2010,https://www.ozminerals.com/uploads/media/ASX_20110120Dec10a_Quarterly-Report-94fbe819-0b0a-44fc-8c07-9ce59b4444be-0.pdf
det_2247,OZ Minerals Ltd. (2010) Fourth Quarter Report 2010 For the three months ending 31 December 2009,https://www.ozminerals.com/uploads/media/ASX_20100121_OZ-Dec-09-Quarterly-Report-acc00c26-0837-4be0-9050-877ecc07e025-0.pdf
det_2248,Perseus Mining Ltd. (2020) June 2020 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2020/10/02256800.pdf
det_2249,Perseus Mining Ltd. (2019) June 2019 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2019/07/20190718_June-2019-Quarterly-Report_Final1-1.pdf
det_2250,Perseus Mining Ltd. (2018) June 2018 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2019/06/019991781.pdf
det_2251,Perseus Mining Ltd. (2017) June 2017 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2019/06/PRU7.pdf
det_2252,Perseus Mining Ltd. (2016) June 2016 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2019/06/01760183.pdf
det_2253,Perseus Mining Ltd. (2015) June 2015 Quarterly Activities Report,https://perseusmining.com/wp-content/uploads/2019/06/20150720_PRU-Quarterly-Report_-June-2015_Final.pdf
det_2254,Perseus Mining Ltd. (2014) June 2014 Quarterly Activities Report,https://web.archive.org/web/20180918135747/http://www.perseusmining.com/aurora/assets/user_content/1347713.pdf
det_2255,Perseus Mining Ltd. (2013) June 2013 Quarterly Activities Report,https://web.archive.org/web/20190216045215/http://perseusmining.com/aurora/assets/user_content/June%202013%20Quarterly%20Activity%20Report%20(Lodgement%20copy).pdf
det_2256,Perseus Mining Ltd. (2012) Annual Report 2012,https://web.archive.org/web/20170316122055/http://perseusmining.com/aurora/assets/user_content/Annual%20Report%202012%20designed.pdf
det_2257,Red River Resources Ltd. (2020) Quarterly Activities and Cash Flow Report for the period ending 30 June 2020,https://www.redriverresources.com.au/images/02259064.pdf
det_2258,Red River Resources Ltd. (2019) Quarterly Activities and Cash Flow Report for the period ending 30 June 2019,https://www.redriverresources.com.au/images/02126942.pdf
det_2259,Red River Resources Ltd. (2018) Quarterly Activities and Cash Flow Report for the period ending 30 June 2018,http://clients3.weblink.com.au/pdf/RVR/02004014.pdf
det_2260,Kagara Mining Ltd. (2012) Quarterly Activities and Cash Flow Report for the period ending 30 June 2012,https://web.archive.org/web/20140309092126/http://kagara.com.au/Company/PDFs/2200-99951527/FourthQuarterlyActivitiesReport30June2012.pdf
det_2261,Kagara Mining Ltd. (2009) Annual Report 2009,https://web.archive.org/web/20120317165646/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1807-72412202/AnnualReport2009
det_2262,Kagara Mining Ltd. (2008) Annual Report 2008,https://web.archive.org/web/20120317165619/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1806-27623389/AnnualReport2008
det_2263,Kagara Mining Ltd. (2007) Annual Report 2007,https://web.archive.org/web/20120317173548/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1805-77645779/AnnualReport2007
det_2264,Kagara Mining Ltd. (2010) Annual Report 2010,https://web.archive.org/web/20120317165710/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1808-18873000/AnnualReport2010
det_2265,Kagara Mining Ltd. (2006) Annual Report 2006,https://web.archive.org/web/20120318002433/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1803-61587443/AnnualReport2005
det_2266,Kagara Mining Ltd. (2005) Annual Report 2005,https://web.archive.org/web/20120318002433/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1803-61587443/AnnualReport2005
det_2267,Kagara Mining Ltd. (2004) Annual Report 2004,https://web.archive.org/web/20120318002400/http://kagara.com.au/IRM/Company/ShowPage.aspx/PDFs/1802-83744785/AnnualReport2004
det_2268,St Barbara Ltd. (2018) Annual Report 2018,https://stbarbara.com.au/wp-content/uploads/2018/09/st-barbara-limited-annual-report-2018-web.pdf
det_2269,St Barbara Ltd. (2016) Annual Report 2016,https://stbarbara.com.au/wp-content/uploads/2018/03/st_barbara_limited_annual_report_2016.pdf
det_2270,St Barbara Ltd. (2012) Annual Report 2012,https://stbarbara.com.au/wp-content/uploads/2018/03/fy_12_st_barbara_annual_report.pdf
det_2271,Allied Gold Ltd (2010) Quarterly Report for the Period ended 30 June 2010,https://web.archive.org/web/20110217045357/http://alliedgold.com.au/site_cms/assets/File/June_2010_qrtly_FINAL(1).pdf
det_2272,Allied Gold Ltd (2009) Quarterly Report for the Period ended 30 June 2009,https://web.archive.org/web/20110217012217/http://alliedgold.com.au/site_cms/assets/files/july_09_-_Quarterly_Press_Release.pdf
det_2273,Allied Gold Ltd (2008) Quarterly Report for the Period ended 30 June 2008,https://web.archive.org/web/20110217012525/http://alliedgold.com.au/site_cms/assets/files/31%20July%20Quarterly%20Activities%20and%20Cashflow%20Reports.pdf
det_2274,St Barbara Ltd. (2013) Annual Report 2013,https://stbarbara.com.au/wp-content/uploads/2018/03/2013_annual_report__web_.pdf
det_2275,St Barbara Ltd. (2008) Annual Report 2008,https://stbarbara.com.au/wp-content/uploads/2018/03/2008_annual_report.pdf
det_2276,St Barbara Ltd. (2006) Annual Report 2006,https://stbarbara.com.au/wp-content/uploads/2018/03/2006_annual_report.pdf
det_2277,Troy Resources Ltd. (2020) Annual Report 2020,http://www.troyres.com.au/images/Reports/Annual_Report_2020.pdf
det_2278,Troy Resources Ltd. (2019) Quarterly Report for the three Months ended 30 June 2019,http://www.troyres.com.au/images/Reports/June_2019_Quarterly_Final.pdf
det_2279,Troy Resources Ltd. (2018) Quarterly Report for the three Months ended 30 June 2018,http://www.troyres.com.au/images/Reports/June_2018_Quarterly_Report.pdf
det_2280,Troy Resources Ltd. (2017) Quarterly Report for the three Months ended 30 June 2017,http://www.troyres.com.au/images/Reports/170726_June_Quarterly_-_Final.pdf
det_2281,Troy Resources Ltd. (2016) Quarterly Report for the three Months ended 30 June 2016,http://www.troyres.com.au/images/Reports/Quarterly_Report_June_2016.pdf
det_2282,Troy Resources Ltd. (2015) Quarterly Report for the three Months ended 30 June 2015,http://www.troyres.com.au/images/files/quarterly/150731_June_Quarterly_Final.pdf
det_2283,Troy Resources Ltd. (2014) Quarterly Report for the three Months ended 30 June 2014,http://www.troyres.com.au/images/files/quarterly/2014_07_29_Troy_June_Quarterly.pdf
det_2284,Troy Resources Ltd. (2013) Quarterly Report for the three Months ended 30 June 2013,http://www.troyres.com.au/images/files/quarterly/2013_06_TRY_Quarterly_Report.pdf
det_2285,Troy Resources Ltd. (2012) Quarterly Report for the three Months ended 30 June 2012,http://www.troyres.com.au/images/files/quarterly/June%202012%20Quarterly%20Report%20FINAL.pdf
det_2286,Troy Resources Ltd. (2011) Quarterly Report for the three Months ended 30 June 2011,http://www.troyres.com.au/images/files/quarterly/June%20Quarterly%20Report%2026072011.pdf
det_2287,Troy Resources Ltd. (2009) Quarterly Report for the three Months ended 30 June 2009,http://www.troyres.com.au/images/files/quarterly/Final_30Jul09_-_June_2009_Quarterly_Report_30July09.pdf
det_2288,Troy Resources Ltd. (2008) Quarterly Report for the three Months ended 30 June 2008,http://www.troyres.com.au/images/files/quarterly/Troy_Quarterly_Report_June_2008.pdf
det_2289,Austral Gold Ltd. (2018) Annual Report For the 6 months ended December 2017 ; Austral Gold Ltd. (2017) Annual Report 30 June 2017,https://www.australgold.com/wp-content/uploads/2020/07/2018-04-23_Amended-Annual-Report.pdf ; https://www.australgold.com/wp-content/uploads/2020/07/29-September-2017-Annual-Report-to-Shareholders.pdf
det_2290,Troy Resources Ltd. (2005) Annual Report 2005,http://www.troyres.com.au/images/files/annual/2005.pdf
det_2291,Austral Gold Ltd. (2016) Annual Report 2016,https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2016.pdf
det_2292,Austral Gold Ltd. (2014) Annual Report 2014,https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2014.pdf
det_2293,Austral Gold Ltd. (2013) Annual Report 2013,https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2013.pdf
det_2294,Austral Gold Ltd. (2012) Annual Report 2012,https://www.australgold.com/wp-content/uploads/2020/07/AGD-Annual-Report-2012.pdf
det_2295,Galaxy Resources Ltd. (2018) Annual Report 2017,https://gxy.com/wp-content/uploads/2020/02/Annual-Report-31-Dec-2017.pdf
det_2296,Galaxy Resources Ltd. (2017) Annual Report 2016,https://gxy.com/wp-content/uploads/2020/02/gxy_ar_dec2016.pdf
det_2297,Galaxy Resources Ltd. (2017) Annual Report 2016 ; Galaxy Resources Ltd. (2013) Annual Report 2012,https://gxy.com/wp-content/uploads/2020/02/gxy_ar_dec2016.pdf ; https://gxy.com/wp-content/uploads/2020/02/gxy_ar_dec2012.pdf
det_2298,Galaxy Resources Ltd. (2013) Annual Report 2012,https://gxy.com/wp-content/uploads/2020/02/gxy_ar_dec2012.pdf
det_2299,Galaxy Resources Ltd. (2012) Annual Report 2011,https://gxy.com/wp-content/uploads/2020/02/gxy_ar_dec2011.pdf
det_2300,Iluka Resources Ltd. (2020) Quarterly Review 31 December 2019,https://www.iluka.com/getattachment/58f31c84-0bcd-4c8c-be62-f95347de5891/quarterly-review-31-december-2019.aspx
det_2301,Iluka Resources Ltd. (2019) Quarterly Review 31 December 2018,https://www.asx.com.au/asxpdf/20190125/pdf/4422lcp7hz29gj.pdf
det_2302,Iluka Resources Ltd. (2018) Quarterly Review 31 December 2017,https://www.asx.com.au/asxpdf/20180129/pdf/43r2v59651v6rt.pdf
det_2303,Iluka Resources Ltd. (2017) Quarterly Review 31 December 2016,https://www.asx.com.au/asxpdf/20170131/pdf/43fmgv5psbmy21.pdf
det_2304,Iluka Resources Ltd. (2015) Quarterly Review 31 December 2014,https://www.asx.com.au/asxpdf/20150115/pdf/42w07x6x641132.pdf
det_2305,Iluka Resources Ltd. (2014) Quarterly Review 31 December 2013,https://www.asx.com.au/asxpdf/20140116/pdf/42m4lm17j405f2.pdf
det_2306,Iluka Resources Ltd. (2013) Quarterly Review 31 December 2012,https://www.asx.com.au/asxpdf/20130117/pdf/42cgm30yq971wd.pdf
det_2307,Iluka Resources Ltd. (2012) Quarterly Review 31 December 2011,http://web.archive.org/web/20120322182539/http://www.iluka.com/docs/asx-releases/december-2011-quarterly-production-report.pdf
det_2308,Iluka Resources Ltd. (2011) Quarterly Review 31 December 2010,http://web.archive.org/web/20120323181345/http://www.iluka.com/docs/asx-releases/december-2010-quarterly-production-report.pdf
det_2309,Iluka Resources Ltd. (2010) December Quarter 2009 Production and Development Report,http://web.archive.org/web/20120323194909/http://www.iluka.com/docs/asx-releases/december-quarter-2009-production-and-development-report.pdf
det_2310,Iluka Resources Ltd. (2004) December Quarter 2003 Production and Development Report,http://web.archive.org/web/20060324202704/http://iluka.com/documents/publications/id1080260386/Dec%2003%20ASX%20Quarterly%20Report.pdf
det_2311,Iluka Resources Ltd. (2003) December Quarter 2002 Production and Development Report,http://web.archive.org/web/20060324204108/http://iluka.com/documents/publications/id1080260736/030123Dec02ASXQuarterlyReport.pdf
det_2312,Coeur Mining Inc. (2014) Form 10-K Annual Report 2013,https://www.sec.gov/Archives/edgar/data/215466/000021546614000042/cde-1231201310k.htm
det_2313,Coeur D'Alene Mines Corporation (2010) Form 10-K Annual Report 2009,https://www.sec.gov/Archives/edgar/data/215466/000095012310017695/v55047e10vk.htm
det_2314,Coeur D'Alene Mines Corporation (2009) Form 10-K Annual Report 2008,https://www.sec.gov/Archives/edgar/data/215466/000095014809000027/v51311e10vk.htm
det_2315,Coeur D'Alene Mines Corporation (2006) Form 10-K Annual Report 2005,https://www.sec.gov/Archives/edgar/data/215466/000089706906000799/cmw2099.htm
det_2316,Tiger Resources Ltd. (2019) Annual Report 2018,http://www.tigerresources.com.au/wp-content/uploads/2019/12/31-Dec-2018-Annual-Report.pdf
det_2317,Tiger Resources Ltd. (2018) Activities Report for the Quarter ended 31 December 2017,http://www.tigerresources.com.au/wp-content/uploads/2018/02/20180131-TGS-Quarterly-Final.pdf
det_2318,Tiger Resources Ltd. (2018) Annual Report 2017,http://www.tigerresources.com.au/wp-content/uploads/2018/11/Annual-Report-2017.pdf
det_2319,Tiger Resources Ltd. (2017) Activities Report for the Quarter ended 31 December 2016,http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/TGS%20Quarterly%20Report%2031%20December%202016%20-%20Final.pdf
det_2320,Tiger Resources Ltd. (2016) Activities Report for the Quarter ended 31 December 2015,http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/2015%20TGS%20Quarterly%20Report%2031%20December%202015.pdf
det_2321,Tiger Resources Ltd. (2015) Activities Report for the Quarter ended 31 December 2014,http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/TGS%20Quarterly%20Report%2031%20Dec%2014%20ASX%20Lodgement.pdf
det_2322,Tiger Resources Ltd. (2014) Activities Report for the Quarter ended 31 December 2013,http://www.tigerresources.com.au/wp-content/uploads/pdfs/quarterly-reports/fr/131024%20TGS%20Quarterly%20Report%2031%20December%202013%20ASX%20FINAL%20COPY.pdf
det_2323,Tiger Resources Ltd. (2012) Activities Report for the Quarter ended 31 December 2011,http://www.tigerresources.com.au/wp-content/uploads/pdfs/annual-reports/TGS%20Annual%20Report%202011.pdf
det_2324,IMX Resources Ltd. (2012) Annual Report 2012,https://indianaresources.com.au/wp-content/uploads/2015/10/1243.pdf
det_2325,Sandfire Resources Ltd. (2019) Annual Report 2019,https://www.sandfire.com.au/annualreport/2019/2/
det_2326,Sandfire Resources Ltd. (2018) Annual Report 2018,https://www.sandfire.com.au/site/PDF/e226373d-7a2b-4058-ba1d-fcdb8bf1b9df/2018AnnualReport
det_2327,Sandfire Resources Ltd. (2017) Annual Report 2017,https://www.sandfire.com.au/site/PDF/45581f9b-dd5b-4146-beee-e75e041ca69c/2017AnnualReport
det_2328,Sandfire Resources Ltd. (2016) Annual Report 2016,https://www.sandfire.com.au/site/PDF/d208a14d-2ebf-4785-a71a-8e5b76f9578a/2016AnnualReport
det_2329,Sandfire Resources Ltd. (2015) Annual Report 2015,https://www.sandfire.com.au/site/PDF/33af2a99-a5ef-4422-9bb3-5c02e9ec38fe/2015AnnualReport
det_2330,Sandfire Resources Ltd. (2014) Annual Report 2014,https://www.sandfire.com.au/site/PDF/02632257-fa8b-4cec-ac02-573a99f6433a/2014AnnualReport
det_2331,Sandfire Resources Ltd. (2013) Annual Report 2013,https://www.sandfire.com.au/site/PDF/9947ecdd-021c-4165-a2a0-9b17a6a2672a/2013AnnualReport
det_2332,Sandfire Resources Ltd. (2012) Annual Report 2012,https://www.sandfire.com.au/site/PDF/4b4c7d8f-f89d-43a8-89ca-6c34e4b31110/2012AnnualReport
det_2333,Rio Tinto (2017) Annual Report 2016,https://www.riotinto.com/invest/reports
det_2334,Rio Tinto (2010) Annual Report 2009,https://www.sec.gov/Archives/edgar/data/863064/000095012310024962/u08349exv99w1.htm
det_2335,Yanzhou Coal Mining Company Ltd. (2009) Form 20-F Annual Report 2008,https://www.sec.gov/Archives/edgar/data/0001048098/000119312509137544/d20f.htm
det_2336,Northern Star Resources Ltd. (2014) June 2014 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/downloads/140731QuarterlyActivitiesReport-June2014.pdf
det_2337,Northern Star Resources Ltd. (2013) June 2013 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/downloads/NSTASXQuarterly-June2013-29-7-13.pdf
det_2338,Northern Star Resources Ltd. (2012) Annual Report 2012,https://www.nsrltd.com/wp-content/uploads/downloads/NSTAnnualReport2012Final.pdf
det_2339,Northern Star Resources Ltd. (2011) June 2011 Quarterly Activities Report,https://www.nsrltd.com/wp-content/uploads/downloads/June11-QuarterlyActivitiesReport.pdf
det_2340,Pantoro Ltd. (2019) Annual Report 2019,https://www.pantoro.com.au/wp-content/uploads/2020/08/2019-Annual-Report-Final-Reduced-Size.pdf
det_2341,Pantoro Ltd. (2018) Annual Report 2018,https://www.pantoro.com.au/wp-content/uploads/2018/11/2018-Annual-Report-Final-Reduced-Size.pdf
det_2342,Pantoro Ltd. (2017) Annual Report 2017,https://www.pantoro.com.au/wp-content/uploads/2018/11/2017-Annual-Report-Final-Reduced-Size.pdf
